Created with UCDetector 2.0.0	2022-10-17 11:09:27	http://www.ucdetector.org/	Created by class: org.ucdetector.report.TextReport	
components.CircuitElm.getCurrentMult(CircuitElm.java:648)	Method "CircuitElm.getCurrentMult()" has 0 references	CircuitElm.getCurrentMult()	org.ucdetector.analyzeMarkerReference	
components.CircuitElm.setCurrentMult(CircuitElm.java:652)	Method "CircuitElm.setCurrentMult(double)" has 0 references	CircuitElm.setCurrentMult(double)	org.ucdetector.analyzeMarkerReference	
components.CircuitElm.getPowerMult(CircuitElm.java:656)	Method "CircuitElm.getPowerMult()" has 0 references	CircuitElm.getPowerMult()	org.ucdetector.analyzeMarkerReference	
components.CircuitElm.setPowerMult(CircuitElm.java:684)	Method "CircuitElm.setPowerMult(double)" has 0 references	CircuitElm.setPowerMult(double)	org.ucdetector.analyzeMarkerReference	
components.CircuitElm.voltageRange(CircuitElm.java:17)	Change visibility of Field "CircuitElm.voltageRange" to private	CircuitElm.voltageRange	org.ucdetector.analyzeMarkerVisibilityPrivate	
components.CircuitElm.colorScaleCount(CircuitElm.java:18)	Field "CircuitElm.colorScaleCount" has 0 references	CircuitElm.colorScaleCount	org.ucdetector.analyzeMarkerReference	
components.CircuitElm.ps1(CircuitElm.java:21)	Change visibility of Field "CircuitElm.ps1" to private	CircuitElm.ps1	org.ucdetector.analyzeMarkerVisibilityPrivate	
components.CircuitElm.ps1(CircuitElm.java:21)	Field "CircuitElm.ps1" is never read	CircuitElm.ps1	org.ucdetector.analyzeMarkerReference	
components.CircuitElm.ps2(CircuitElm.java:21)	Change visibility of Field "CircuitElm.ps2" to private	CircuitElm.ps2	org.ucdetector.analyzeMarkerVisibilityPrivate	
components.CircuitElm.ps2(CircuitElm.java:21)	Field "CircuitElm.ps2" is never read	CircuitElm.ps2	org.ucdetector.analyzeMarkerReference	
components.CircuitElm.showFormat(CircuitElm.java:24)	Change visibility of Field "CircuitElm.showFormat" to default	CircuitElm.showFormat	org.ucdetector.analyzeMarkerVisibilityDefault	
components.CircuitElm.shortFormat(CircuitElm.java:24)	Change visibility of Field "CircuitElm.shortFormat" to private	CircuitElm.shortFormat	org.ucdetector.analyzeMarkerVisibilityPrivate	
components.CircuitElm.noCommaFormat(CircuitElm.java:24)	Change visibility of Field "CircuitElm.noCommaFormat" to private	CircuitElm.noCommaFormat	org.ucdetector.analyzeMarkerVisibilityPrivate	
components.CircuitElm.dpx1(CircuitElm.java:35)	Change visibility of Field "CircuitElm.dpx1" to private	CircuitElm.dpx1	org.ucdetector.analyzeMarkerVisibilityPrivate	
components.CircuitElm.dpy1(CircuitElm.java:35)	Change visibility of Field "CircuitElm.dpy1" to private	CircuitElm.dpy1	org.ucdetector.analyzeMarkerVisibilityPrivate	
components.CircuitElm.curcount(CircuitElm.java:38)	Field "CircuitElm.curcount" is never read	CircuitElm.curcount	org.ucdetector.analyzeMarkerReference	
components.CircuitElm.boundingBox(CircuitElm.java:39)	Change visibility of Field "CircuitElm.boundingBox" to private	CircuitElm.boundingBox	org.ucdetector.analyzeMarkerVisibilityPrivate	
components.CircuitElm.selected(CircuitElm.java:41)	Change visibility of Field "CircuitElm.selected" to private	CircuitElm.selected	org.ucdetector.analyzeMarkerVisibilityPrivate	
