Created with UCDetector 2.0.0	2022-10-17 10:28:45	http://www.ucdetector.org/	Created by class: org.ucdetector.report.TextReport	
simulator.CirSim.circuitPermute(CirSim.java:69)	Change visibility of Field "CirSim.circuitPermute" to private	CirSim.circuitPermute	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitNonLinear(CirSim.java:70)	Change visibility of Field "CirSim.circuitNonLinear" to private	CirSim.circuitNonLinear	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.voltageSourceCount(CirSim.java:71)	Change visibility of Field "CirSim.voltageSourceCount" to private	CirSim.voltageSourceCount	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.voltageSourceCount(CirSim.java:71)	Field "CirSim.voltageSourceCount" is never read	CirSim.voltageSourceCount	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.circuitMatrixSize(CirSim.java:72)	Change visibility of Field "CirSim.circuitMatrixSize" to private	CirSim.circuitMatrixSize	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitMatrixFullSize(CirSim.java:72)	Change visibility of Field "CirSim.circuitMatrixFullSize" to private	CirSim.circuitMatrixFullSize	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitNeedsMap(CirSim.java:73)	Change visibility of Field "CirSim.circuitNeedsMap" to private	CirSim.circuitNeedsMap	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.scopeCount(CirSim.java:74)	Change visibility of Field "CirSim.scopeCount" to private	CirSim.scopeCount	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.scopes(CirSim.java:75)	Change visibility of Field "CirSim.scopes" to private	CirSim.scopes	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.steps(CirSim.java:87)	Change visibility of Field "CirSim.steps" to private	CirSim.steps	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.voltageSources(CirSim.java:89)	Change visibility of Field "CirSim.voltageSources" to private	CirSim.voltageSources	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.<init>(CirSim.java:584)	Change visibility of ClassMember "CirSim.FindPathInfo" to private - May cause compile errors!	CirSim.FindPathInfo	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.FindPathInfo(CirSim.java:594)	Change visibility of Constructor "CirSim.FindPathInfo.FindPathInfo(int,CircuitElm,int)" to private	CirSim.FindPathInfo.FindPathInfo(int,CircuitElm,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.findPath(CirSim.java:601)	Change visibility of Method "CirSim.FindPathInfo.findPath(int)" to private	CirSim.FindPathInfo.findPath(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.findPath(CirSim.java:605)	Change visibility of Method "CirSim.FindPathInfo.findPath(int,int)" to private	CirSim.FindPathInfo.findPath(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.clearSelection(CirSim.java:987)	Method "CirSim.clearSelection()" has 0 references	CirSim.clearSelection()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.lu_factor(CirSim.java:999)	Change visibility of Method "CirSim.lu_factor(double[][],int,int[])" to private	CirSim.lu_factor(double[][],int,int[])	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.lu_solve(CirSim.java:1085)	Change visibility of Method "CirSim.lu_solve(double[][],int,int[],double[])" to private	CirSim.lu_solve(double[][],int,int[],double[])	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.INDUCT(CirSim.java:585)	Change visibility of Constant "CirSim.FindPathInfo.INDUCT" to private	CirSim.FindPathInfo.INDUCT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.VOLTAGE(CirSim.java:586)	Change visibility of Constant "CirSim.FindPathInfo.VOLTAGE" to private	CirSim.FindPathInfo.VOLTAGE	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.SHORT(CirSim.java:587)	Change visibility of Constant "CirSim.FindPathInfo.SHORT" to private	CirSim.FindPathInfo.SHORT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.CAP_V(CirSim.java:588)	Change visibility of Constant "CirSim.FindPathInfo.CAP_V" to private	CirSim.FindPathInfo.CAP_V	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.used(CirSim.java:589)	Change visibility of Field "CirSim.FindPathInfo.used" to private	CirSim.FindPathInfo.used	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dest(CirSim.java:590)	Change visibility of Field "CirSim.FindPathInfo.dest" to private	CirSim.FindPathInfo.dest	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.firstElm(CirSim.java:591)	Change visibility of Field "CirSim.FindPathInfo.firstElm" to private	CirSim.FindPathInfo.firstElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.type(CirSim.java:592)	Change visibility of Field "CirSim.FindPathInfo.type" to private	CirSim.FindPathInfo.type	org.ucdetector.analyzeMarkerVisibilityPrivate	
