Created with UCDetector 2.0.0	2022-10-17 10:23:11	http://www.ucdetector.org/	Created by class: org.ucdetector.report.TextReport	
simulator.CirSim.HINT_LC(CirSim.java:58)	Constant "CirSim.HINT_LC" has 0 references	CirSim.HINT_LC	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.HINT_RC(CirSim.java:59)	Constant "CirSim.HINT_RC" has 0 references	CirSim.HINT_RC	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.HINT_3DB_C(CirSim.java:60)	Constant "CirSim.HINT_3DB_C" has 0 references	CirSim.HINT_3DB_C	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.HINT_TWINT(CirSim.java:61)	Constant "CirSim.HINT_TWINT" has 0 references	CirSim.HINT_TWINT	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.HINT_3DB_L(CirSim.java:62)	Constant "CirSim.HINT_3DB_L" has 0 references	CirSim.HINT_3DB_L	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.menuElm(CirSim.java:70)	Change visibility of Field "CirSim.menuElm" to private	CirSim.menuElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.stopElm(CirSim.java:74)	Change visibility of Field "CirSim.stopElm" to private	CirSim.stopElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.stopElm(CirSim.java:74)	Field "CirSim.stopElm" is never read	CirSim.stopElm	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.didSwitch(CirSim.java:75)	Field "CirSim.didSwitch" has 0 references	CirSim.didSwitch	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.mousePost(CirSim.java:76)	Field "CirSim.mousePost" has 0 references	CirSim.mousePost	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.draggingPost(CirSim.java:80)	Field "CirSim.draggingPost" has 0 references	CirSim.draggingPost	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.heldSwitchElm(CirSim.java:81)	Field "CirSim.heldSwitchElm" has 0 references	CirSim.heldSwitchElm	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.circuitMatrix(CirSim.java:82)	Change visibility of Field "CirSim.circuitMatrix" to private	CirSim.circuitMatrix	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitRightSide(CirSim.java:82)	Change visibility of Field "CirSim.circuitRightSide" to private	CirSim.circuitRightSide	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.origRightSide(CirSim.java:82)	Change visibility of Field "CirSim.origRightSide" to private	CirSim.origRightSide	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.origMatrix(CirSim.java:82)	Change visibility of Field "CirSim.origMatrix" to private	CirSim.origMatrix	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitRowInfo(CirSim.java:83)	Change visibility of Field "CirSim.circuitRowInfo" to private	CirSim.circuitRowInfo	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitPermute(CirSim.java:84)	Change visibility of Field "CirSim.circuitPermute" to private	CirSim.circuitPermute	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitNonLinear(CirSim.java:85)	Change visibility of Field "CirSim.circuitNonLinear" to private	CirSim.circuitNonLinear	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.voltageSourceCount(CirSim.java:86)	Change visibility of Field "CirSim.voltageSourceCount" to private	CirSim.voltageSourceCount	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.voltageSourceCount(CirSim.java:86)	Field "CirSim.voltageSourceCount" is never read	CirSim.voltageSourceCount	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.circuitMatrixSize(CirSim.java:87)	Change visibility of Field "CirSim.circuitMatrixSize" to private	CirSim.circuitMatrixSize	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitMatrixFullSize(CirSim.java:87)	Change visibility of Field "CirSim.circuitMatrixFullSize" to private	CirSim.circuitMatrixFullSize	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitNeedsMap(CirSim.java:88)	Change visibility of Field "CirSim.circuitNeedsMap" to private	CirSim.circuitNeedsMap	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.useFrame(CirSim.java:89)	Field "CirSim.useFrame" has 0 references	CirSim.useFrame	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.scopeCount(CirSim.java:90)	Change visibility of Field "CirSim.scopeCount" to private	CirSim.scopeCount	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.scopes(CirSim.java:91)	Change visibility of Field "CirSim.scopes" to private	CirSim.scopes	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.clipboard(CirSim.java:96)	Field "CirSim.clipboard" has 0 references	CirSim.clipboard	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.ventilatorIndex(CirSim.java:99)	Field "CirSim.ventilatorIndex" is never read	CirSim.ventilatorIndex	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.steps(CirSim.java:108)	Change visibility of Field "CirSim.steps" to private	CirSim.steps	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.voltageSources(CirSim.java:110)	Change visibility of Field "CirSim.voltageSources" to private	CirSim.voltageSources	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.<init>(CirSim.java:605)	Change visibility of ClassMember "CirSim.FindPathInfo" to private - May cause compile errors!	CirSim.FindPathInfo	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.FindPathInfo(CirSim.java:615)	Change visibility of Constructor "CirSim.FindPathInfo.FindPathInfo(int,CircuitElm,int)" to private	CirSim.FindPathInfo.FindPathInfo(int,CircuitElm,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.findPath(CirSim.java:622)	Change visibility of Method "CirSim.FindPathInfo.findPath(int)" to private	CirSim.FindPathInfo.findPath(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.findPath(CirSim.java:626)	Change visibility of Method "CirSim.FindPathInfo.findPath(int,int)" to private	CirSim.FindPathInfo.findPath(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.min(CirSim.java:996)	Method "CirSim.min(int,int)" has 0 references	CirSim.min(int,int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.max(CirSim.java:1000)	Method "CirSim.max(int,int)" has 0 references	CirSim.max(int,int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.stackScope(CirSim.java:1004)	Method "CirSim.stackScope(int)" has 0 references	CirSim.stackScope(int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.unstackScope(CirSim.java:1017)	Method "CirSim.unstackScope(int)" has 0 references	CirSim.unstackScope(int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.stackAll(CirSim.java:1029)	Method "CirSim.stackAll()" has 0 references	CirSim.stackAll()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.unstackAll(CirSim.java:1037)	Method "CirSim.unstackAll()" has 0 references	CirSim.unstackAll()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.removeZeroLengthElements(CirSim.java:1057)	Method "CirSim.removeZeroLengthElements()" has 0 references	CirSim.removeZeroLengthElements()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.distanceSq(CirSim.java:1070)	Method "CirSim.distanceSq(int,int,int,int)" has 0 references	CirSim.distanceSq(int,int,int,int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setMenuSelection(CirSim.java:1076)	Method "CirSim.setMenuSelection()" has 0 references	CirSim.setMenuSelection()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.clearSelection(CirSim.java:1085)	Change visibility of Method "CirSim.clearSelection()" to private	CirSim.clearSelection()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doSelectAll(CirSim.java:1093)	Method "CirSim.doSelectAll()" has 0 references	CirSim.doSelectAll()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.lu_factor(CirSim.java:1105)	Change visibility of Method "CirSim.lu_factor(double[][],int,int[])" to private	CirSim.lu_factor(double[][],int,int[])	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.lu_solve(CirSim.java:1191)	Change visibility of Method "CirSim.lu_solve(double[][],int,int[],double[])" to private	CirSim.lu_solve(double[][],int,int[],double[])	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setMuString(CirSim.java:1311)	Method "CirSim.setMuString(String)" has 0 references	CirSim.setMuString(String)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.getImpDialog(CirSim.java:1315)	Method "CirSim.getImpDialog()" has 0 references	CirSim.getImpDialog()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.INDUCT(CirSim.java:606)	Change visibility of Constant "CirSim.FindPathInfo.INDUCT" to private	CirSim.FindPathInfo.INDUCT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.VOLTAGE(CirSim.java:607)	Change visibility of Constant "CirSim.FindPathInfo.VOLTAGE" to private	CirSim.FindPathInfo.VOLTAGE	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.SHORT(CirSim.java:608)	Change visibility of Constant "CirSim.FindPathInfo.SHORT" to private	CirSim.FindPathInfo.SHORT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.CAP_V(CirSim.java:609)	Change visibility of Constant "CirSim.FindPathInfo.CAP_V" to private	CirSim.FindPathInfo.CAP_V	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.used(CirSim.java:610)	Change visibility of Field "CirSim.FindPathInfo.used" to private	CirSim.FindPathInfo.used	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dest(CirSim.java:611)	Change visibility of Field "CirSim.FindPathInfo.dest" to private	CirSim.FindPathInfo.dest	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.firstElm(CirSim.java:612)	Change visibility of Field "CirSim.FindPathInfo.firstElm" to private	CirSim.FindPathInfo.firstElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.type(CirSim.java:613)	Change visibility of Field "CirSim.FindPathInfo.type" to private	CirSim.FindPathInfo.type	org.ucdetector.analyzeMarkerVisibilityPrivate	
