Created with UCDetector 2.0.0	2022-10-14 18:06:46	http://www.ucdetector.org/	Created by class: org.ucdetector.report.TextReport	
simulator.CirSim.didSwitch(CirSim.java:83)	Field "CirSim.didSwitch" has 0 references	CirSim.didSwitch	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.mousePost(CirSim.java:84)	Field "CirSim.mousePost" has 0 references	CirSim.mousePost	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.draggingPost(CirSim.java:88)	Field "CirSim.draggingPost" has 0 references	CirSim.draggingPost	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.heldSwitchElm(CirSim.java:89)	Field "CirSim.heldSwitchElm" has 0 references	CirSim.heldSwitchElm	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.circuitMatrix(CirSim.java:90)	Change visibility of Field "CirSim.circuitMatrix" to private	CirSim.circuitMatrix	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitRightSide(CirSim.java:90)	Change visibility of Field "CirSim.circuitRightSide" to private	CirSim.circuitRightSide	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.origRightSide(CirSim.java:90)	Change visibility of Field "CirSim.origRightSide" to private	CirSim.origRightSide	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.origMatrix(CirSim.java:90)	Change visibility of Field "CirSim.origMatrix" to private	CirSim.origMatrix	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitRowInfo(CirSim.java:91)	Change visibility of Field "CirSim.circuitRowInfo" to private	CirSim.circuitRowInfo	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitPermute(CirSim.java:92)	Change visibility of Field "CirSim.circuitPermute" to private	CirSim.circuitPermute	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitNonLinear(CirSim.java:93)	Change visibility of Field "CirSim.circuitNonLinear" to private	CirSim.circuitNonLinear	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.voltageSourceCount(CirSim.java:94)	Change visibility of Field "CirSim.voltageSourceCount" to private	CirSim.voltageSourceCount	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.voltageSourceCount(CirSim.java:94)	Field "CirSim.voltageSourceCount" is never read	CirSim.voltageSourceCount	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.circuitMatrixSize(CirSim.java:95)	Change visibility of Field "CirSim.circuitMatrixSize" to private	CirSim.circuitMatrixSize	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitMatrixFullSize(CirSim.java:95)	Change visibility of Field "CirSim.circuitMatrixFullSize" to private	CirSim.circuitMatrixFullSize	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitNeedsMap(CirSim.java:96)	Change visibility of Field "CirSim.circuitNeedsMap" to private	CirSim.circuitNeedsMap	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.useFrame(CirSim.java:97)	Field "CirSim.useFrame" has 0 references	CirSim.useFrame	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.scopeCount(CirSim.java:98)	Change visibility of Field "CirSim.scopeCount" to private	CirSim.scopeCount	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.scopes(CirSim.java:99)	Change visibility of Field "CirSim.scopes" to private	CirSim.scopes	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.scopeColCount(CirSim.java:100)	Field "CirSim.scopeColCount" has 0 references	CirSim.scopeColCount	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.expDialog(CirSim.java:103)	Field "CirSim.expDialog" has 0 references	CirSim.expDialog	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.dumpTypes(CirSim.java:104)	Field "CirSim.dumpTypes" has 0 references	CirSim.dumpTypes	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.shortcuts(CirSim.java:104)	Field "CirSim.shortcuts" has 0 references	CirSim.shortcuts	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.clipboard(CirSim.java:107)	Field "CirSim.clipboard" has 0 references	CirSim.clipboard	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.undoStack(CirSim.java:108)	Field "CirSim.undoStack" has 0 references	CirSim.undoStack	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.redoStack(CirSim.java:108)	Field "CirSim.redoStack" has 0 references	CirSim.redoStack	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.ventilatorIndex(CirSim.java:111)	Field "CirSim.ventilatorIndex" is never read	CirSim.ventilatorIndex	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.startCircuit(CirSim.java:120)	Field "CirSim.startCircuit" has 0 references	CirSim.startCircuit	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.startLabel(CirSim.java:121)	Field "CirSim.startLabel" has 0 references	CirSim.startLabel	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.startCircuitText(CirSim.java:122)	Field "CirSim.startCircuitText" has 0 references	CirSim.startCircuitText	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.baseURL(CirSim.java:123)	Field "CirSim.baseURL" has 0 references	CirSim.baseURL	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.shown(CirSim.java:125)	Field "CirSim.shown" has 0 references	CirSim.shown	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.lastTime(CirSim.java:127)	Field "CirSim.lastTime" has 0 references	CirSim.lastTime	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.lastFrameTime(CirSim.java:127)	Field "CirSim.lastFrameTime" has 0 references	CirSim.lastFrameTime	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.lastIterTime(CirSim.java:127)	Field "CirSim.lastIterTime" has 0 references	CirSim.lastIterTime	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.secTime(CirSim.java:127)	Field "CirSim.secTime" has 0 references	CirSim.secTime	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.frames(CirSim.java:128)	Field "CirSim.frames" has 0 references	CirSim.frames	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.steps(CirSim.java:129)	Change visibility of Field "CirSim.steps" to private	CirSim.steps	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.framerate(CirSim.java:130)	Field "CirSim.framerate" has 0 references	CirSim.framerate	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.steprate(CirSim.java:130)	Field "CirSim.steprate" has 0 references	CirSim.steprate	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.voltageSources(CirSim.java:137)	Change visibility of Field "CirSim.voltageSources" to private	CirSim.voltageSources	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.<init>(CirSim.java:618)	Change visibility of ClassMember "CirSim.FindPathInfo" to private - May cause compile errors!	CirSim.FindPathInfo	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.FindPathInfo(CirSim.java:628)	Change visibility of Constructor "CirSim.FindPathInfo.FindPathInfo(int,CircuitElm,int)" to private	CirSim.FindPathInfo.FindPathInfo(int,CircuitElm,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.findPath(CirSim.java:635)	Change visibility of Method "CirSim.FindPathInfo.findPath(int)" to private	CirSim.FindPathInfo.findPath(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.findPath(CirSim.java:639)	Change visibility of Method "CirSim.FindPathInfo.findPath(int,int)" to private	CirSim.FindPathInfo.findPath(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.min(CirSim.java:1008)	Method "CirSim.min(int,int)" has 0 references	CirSim.min(int,int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.max(CirSim.java:1012)	Method "CirSim.max(int,int)" has 0 references	CirSim.max(int,int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.stackScope(CirSim.java:1016)	Method "CirSim.stackScope(int)" has 0 references	CirSim.stackScope(int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.unstackScope(CirSim.java:1029)	Method "CirSim.unstackScope(int)" has 0 references	CirSim.unstackScope(int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.stackAll(CirSim.java:1041)	Method "CirSim.stackAll()" has 0 references	CirSim.stackAll()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.unstackAll(CirSim.java:1049)	Method "CirSim.unstackAll()" has 0 references	CirSim.unstackAll()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.removeZeroLengthElements(CirSim.java:1069)	Method "CirSim.removeZeroLengthElements()" has 0 references	CirSim.removeZeroLengthElements()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.distanceSq(CirSim.java:1082)	Method "CirSim.distanceSq(int,int,int,int)" has 0 references	CirSim.distanceSq(int,int,int,int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setMenuSelection(CirSim.java:1088)	Method "CirSim.setMenuSelection()" has 0 references	CirSim.setMenuSelection()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.clearSelection(CirSim.java:1097)	Change visibility of Method "CirSim.clearSelection()" to private	CirSim.clearSelection()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doSelectAll(CirSim.java:1105)	Method "CirSim.doSelectAll()" has 0 references	CirSim.doSelectAll()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.lu_factor(CirSim.java:1117)	Change visibility of Method "CirSim.lu_factor(double[][],int,int[])" to private	CirSim.lu_factor(double[][],int,int[])	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.lu_solve(CirSim.java:1203)	Change visibility of Method "CirSim.lu_solve(double[][],int,int[],double[])" to private	CirSim.lu_solve(double[][],int,int[],double[])	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setMuString(CirSim.java:1323)	Method "CirSim.setMuString(String)" has 0 references	CirSim.setMuString(String)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.getImpDialog(CirSim.java:1327)	Method "CirSim.getImpDialog()" has 0 references	CirSim.getImpDialog()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.INDUCT(CirSim.java:619)	Change visibility of Constant "CirSim.FindPathInfo.INDUCT" to private	CirSim.FindPathInfo.INDUCT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.VOLTAGE(CirSim.java:620)	Change visibility of Constant "CirSim.FindPathInfo.VOLTAGE" to private	CirSim.FindPathInfo.VOLTAGE	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.SHORT(CirSim.java:621)	Change visibility of Constant "CirSim.FindPathInfo.SHORT" to private	CirSim.FindPathInfo.SHORT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.CAP_V(CirSim.java:622)	Change visibility of Constant "CirSim.FindPathInfo.CAP_V" to private	CirSim.FindPathInfo.CAP_V	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.used(CirSim.java:623)	Change visibility of Field "CirSim.FindPathInfo.used" to private	CirSim.FindPathInfo.used	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dest(CirSim.java:624)	Change visibility of Field "CirSim.FindPathInfo.dest" to private	CirSim.FindPathInfo.dest	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.firstElm(CirSim.java:625)	Change visibility of Field "CirSim.FindPathInfo.firstElm" to private	CirSim.FindPathInfo.firstElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.type(CirSim.java:626)	Change visibility of Field "CirSim.FindPathInfo.type" to private	CirSim.FindPathInfo.type	org.ucdetector.analyzeMarkerVisibilityPrivate	
